Time,AreaNormed,Counts Bmal1,Counts Cry1
17,1.1495830830136151,70,22
17,1.015608566039323,66,23
17,0.4388468110475994,43,2
17,0.887325776910344,33,9
17,0.9505185501672814,21,5
17,1.1679863363801273,48,6
17,1.1060924446058384,43,6
17,0.48963453643654675,9,2
17,0.6192308012221365,21,8
17,0.7931933548532434,14,2
17,0.9646748989107523,8,35
17,0.7210981354792779,35,3
17,0.5420276209613516,4,4
17,0.9853986259372768,34,8
17,0.643165246520376,9,4
17,1.3543539378792242,39,14
17,0.6727914196639286,58,10
17,1.0583694957489826,79,16
17,0.8924483319711258,34,4
17,0.8598887298611426,39,4
17,0.7628520671855361,33,8
17,0.7117724583173419,26,5
17,1.359009479373211,33,10
17,0.8404930726651911,25,17
17,1.0774878636396497,40,11
17,1.2577259120745632,49,5
17,1.1325078994776758,34,5
17,0.44906273282123826,39,5
17,1.1531002789385394,19,27
17,0.7034391849848451,58,6
17,0.8636832150913513,38,29
17,0.7940835994649462,16,5
17,0.8101225966495591,16,5
17,0.655570294388366,38,6
17,0.7000825249735066,29,3
17,1.3025300261389507,55,8
17,1.1101934074892563,24,10
17,0.8759423212197179,11,3
17,1.0312243321790282,39,5
17,0.924540920514314,25,9
17,0.6055122776975358,26,5
17,1.0897615639419787,40,22
17,0.8248773065254861,40,4
17,0.7349771949174644,23,7
17,0.8083858899480405,14,2
17,0.8877636021292142,19,6
17,1.0123978477676079,29,6
17,1.5237922975820055,32,9
17,0.902211834351932,48,5
17,0.851861934181855,58,10
17,1.1886954692326894,130,20
17,1.6031700097631791,29,9
17,0.6513379839392871,13,6
17,0.9271678718275355,36,11
17,1.092519862820861,29,22
17,0.9871499268127577,70,12
17,0.65060827524117,36,5
17,1.1650529074136968,59,4
17,0.5172175252253716,27,19
17,1.228245680670634,42,14
17,1.0900534474212253,30,7
17,1.5145833738117682,35,11
17,0.5771995802105938,13,19
17,1.3184376757579026,31,9
17,0.652359576116651,17,7
17,0.6856342927507888,28,7
17,0.9017886033070242,39,2
17,1.2056247110290053,47,4
17,0.5294912255277006,25,14
17,0.8225276445175491,48,11
17,0.9744529954655209,39,27
17,1.3318643158032566,49,14
17,0.9430755214464873,21,9
17,1.1987800434406672,38,9
17,1.056034427915008,33,15
17,1.1782022581537661,54,11
17,0.9953372584056311,53,9
17,0.9226436778992096,37,12
17,1.0108070828057127,46,17
17,0.9581075206276988,35,7
17,1.4505149501170904,68,32
17,1.517356266864613,67,19
17,1.1303187733833246,20,15
17,1.065097409945622,19,14
17,0.7754030567931495,51,8
17,1.0175204028283897,44,9
17,1.515911443642341,57,14
17,1.374917128992163,19,27
17,0.9703666267560653,53,7
17,1.3972608093285073,44,4
17,1.1546910439004345,48,1
17,1.2533622540598233,37,18
17,0.882363757763148,18,6
17,1.0671260001263874,34,13
17,0.6252290067206587,39,7
17,1.1020206700703452,14,7
17,1.128144241462936,40,9
17,1.2723346802108668,84,6
17,0.7043148354225856,13,6
17,0.9130115230840645,15,12
17,1.2959626478558972,69,18
17,1.2463424563839371,42,10
17,1.316102607923928,57,11
17,0.4960559729799769,53,6
17,1.1919207816783668,44,6
17,0.5938369385276628,16,3
17,0.7984472574796863,58,19
17,1.5436403741707894,45,10
17,0.7501405416643369,3,6
17,0.6806722736035928,50,6
17,1.0538453018206568,23,8
17,0.7742209287021998,26,3
17,0.9803052592244197,13,5
17,0.7939230635513604,31,8
17,0.786334093090943,21,9
17,1.4975227844497914,50,19
17,0.6399691224226233,19,5
17,0.9519779675635155,23,11
17,1.3509826836939234,35,4
17,1.0415861956922903,50,4
17,0.28312697486941896,23,1
17,0.6748346040186564,30,9
17,1.0894550862887695,14,0
17,1.4303749900490594,40,10
17,0.8591590211630256,53,20
17,1.30121655048234,49,10
17,1.1741158894443107,41,7
17,0.9353406092464465,4,27
17,1.1475398986588874,37,9
17,1.1377618021041187,56,21
17,0.83026255671759,12,3
17,0.9051306691444002,5,20
17,0.4854022259874678,28,8
17,1.5332639164835649,35,25
17,0.8496728080875038,59,6
17,0.8350932282991249,30,29
17,1.1320700742588057,48,9
17,1.2238820226558942,20,15
17,0.6924935545130892,22,7
17,1.184317217043987,34,10
17,0.7460541729548813,17,8
17,1.5424728402538022,53,26
17,0.40717745354931906,37,8
17,0.8274896636647452,32,6
17,1.2867683182596223,59,9
17,1.0064142364430482,32,7
17,1.1497290247532386,66,6
17,0.9187178451033399,43,10
17,0.5975000761922105,25,3
17,1.3753695483849955,50,14
17,0.969199092839078,27,5
17,0.4451223058514061,23,7
17,0.6433111882599994,42,17
17,0.6757102544563969,34,11
17,1.25757997033494,59,12
17,0.985836451156147,18,7
17,1.5139996068532744,60,14
17,1.3835276916299444,33,8
17,1.3976986345473776,49,7
17,1.5325488019594102,36,14
17,1.5262879013295658,41,15
17,1.1379077438437422,35,7
17,0.9951767224920454,43,6
17,0.8450026724195546,21,2
17,1.0958765228321996,70,12
17,0.9680461530960531,37,14
17,1.0612883305414509,38,8
17,1.6117805724009604,49,19
17,0.6719157692261881,39,8
17,1.340182994961791,17,11
17,1.1043411437303574,48,11
17,0.9283354057445228,24,11
17,1.3876286545133623,40,17
17,0.5379558464258584,32,12
17,1.306776930761992,39,28
17,2.2425553652273087,67,29
17,0.5499084749010158,23,5
17,0.6873855936262698,13,13
17,1.2736335616935153,51,10
17,1.1128057646285152,16,9
17,0.9830635581033021,60,10
17,1.0802607566924944,33,10
17,0.7898512890158672,26,3
17,0.9756205293825082,29,8
17,1.4099577406757442,80,22
17,1.0285973808658067,36,12
17,2.041170358720963,110,28
17,0.9048387856651534,37,12
17,0.9204545518048585,9,9
17,1.3711226437619544,57,10
17,1.2021367034520056,40,18
17,1.6954197833791378,35,18
17,1.172072705089583,41,7
17,1.6030386621975181,38,14
17,1.4996973163701801,23,14
17,1.347626023682585,58,5
17,1.2171541084592548,42,23
17,1.2424166235880674,43,5
17,1.2280997389310107,55,7
17,0.9931335381373176,18,5
17,1.1247875814515975,52,12
17,0.7815326098573327,27,4
17,1.1717662274363736,61,9
17,1.4146278763436932,43,10
17,1.0043710520883202,43,14
17,1.0110989662849597,50,19
17,0.7494108329662198,24,6
17,1.3863005846827892,43,13
17,1.1698689848212693,39,11
17,0.9614641806390373,27,6
17,1.1433075882098085,36,19
17,0.8692435953710033,42,12
17,0.8874717186499674,39,3
17,1.0503572942436574,31,16
17,0.8639750985705982,42,11
17,1.2380237772254026,38,49
17,1.2171541084592548,30,10
17,0.6919243817285579,35,7
17,0.75789004803834,11,8
17,1.124043278579518,49,24
17,1.475777465245903,52,15
17,1.0236353617186107,35,16
17,1.3550836465773413,50,8
17,0.6962880397432979,17,7
17,0.8261761880081344,34,7
21,1.0948549306548356,40,27
21,1.6551544574170385,83,5
21,1.2019907617123824,31,10
21,1.2197956539464385,27,16
21,0.985836451156147,40,9
21,1.020570585186519,57,11
21,1.221094535429087,44,14
21,1.207974373036942,30,10
21,1.3080758122446403,36,10
21,1.6449239414694372,65,8
21,1.1764509572782853,15,1
21,0.930101300793966,60,12
21,0.741675920766179,14,17
21,0.9769340050391189,27,5
21,0.9481980765072691,47,12
21,1.0961684063114463,31,6
21,0.882363757763148,25,17
21,0.8902446117028122,60,19
21,1.0923739210812378,41,8
21,0.7752425208795637,25,10
21,0.6996592939285987,46,6
21,0.9216220857218458,26,23
21,1.3487935575995722,41,6
21,0.7996293855706358,22,15
21,0.9232420390316657,48,12
21,1.0532761290361257,21,7
21,1.1955547309949899,43,14
21,1.7275269660962884,67,21
21,0.8670398751026898,18,5
21,1.1110544637530344,12,20
21,0.5760320462936066,27,24
21,1.076174387983039,64,9
21,1.0064142364430482,30,6
21,1.229865633980454,78,13
21,2.285900061895462,74,15
21,1.1748310039684653,27,5
21,1.6383565631863837,53,61
21,0.7276655137623315,43,10
21,0.9356470868996557,59,9
21,1.3123081226937192,115,6
21,0.8032633348872588,28,8
21,1.2394831946216367,14,40
21,0.6701644683507072,7,12
21,1.1631702589725548,52,9
21,1.0630542255908941,73,7
21,1.0739852618886878,19,6
21,1.0221759443223766,22,4
21,1.3361112204262977,35,10
21,0.9980955572845136,32,5
21,1.1132581840213478,40,6
21,1.334359919550817,58,14
21,0.8844069421178757,21,20
21,1.292022220886065,68,11
21,1.1472480151796405,32,12
21,0.4563744139763712,26,1
21,1.1151554266364523,31,13
21,0.9133034065633113,24,6
21,1.1065302698247086,15,14
21,1.225341440052128,58,12
21,0.8280734306232388,20,9
21,0.5907721619955711,22,6
21,1.3317329682375953,23,10
21,0.8485052741705165,28,9
21,1.2262024963159064,39,15
21,1.0535534183414101,50,9
21,1.309987649033707,41,3
21,1.0100773741075957,44,8
21,1.1208325603078029,21,23
21,0.9511169112997373,1,13
21,1.342532656969728,109,7
21,0.40717745354931906,5,16
21,1.3785656724827482,17,5
21,1.2475099903009244,46,14
21,1.3794413229204887,18,21
21,1.0996710080624084,33,5
21,1.0831795914849627,68,25
21,0.7915879957173858,31,4
21,1.3066309890223686,50,11
21,1.0843617195759123,23,17
21,1.7353932258619902,96,11
21,1.0383754774205753,33,16
21,0.5969163092337167,9,4
21,0.9318380074954846,25,15
21,0.8515700507026082,25,4
21,1.0161923329978166,9,33
21,0.9859823928957704,28,14
21,1.0609964470622042,44,2
21,0.721696496611734,29,6
21,1.492852648781842,81,12
21,0.6475580928830407,45,4
21,0.8702505933744048,16,8
21,0.8906824369216825,17,16
21,1.3703929350638373,56,19
21,0.8206304019024449,30,8
21,0.6873855936262698,48,9
21,0.6436030717392462,30,4
21,1.0434834383073948,39,8
21,1.1733715865722312,26,20
21,0.7678140863327321,13,6
21,0.5820156576181664,62,3
21,0.959143706979025,67,11
21,1.063477456635802,62,21
21,0.9865807540282264,57,10
21,0.618355150784396,25,8
21,1.0067061199222949,50,10
21,1.0061223529638013,44,8
21,1.1700149265608928,38,8
21,0.6657862161620048,56,8
21,0.9055684943632705,25,8
21,1.0374998269828348,19,22
21,0.9108369911636757,21,14
21,1.5439176634760738,85,7
21,0.3511358255339289,24,9
21,1.116177018813816,40,9
21,0.6948432165210261,22,2
21,0.7622537060530801,13,5
21,0.809684771430689,32,2
21,0.5236389617688016,31,12
21,0.9365081431634338,23,10
21,0.5844966671917644,6,6
21,0.762122358487419,30,4
21,0.7364220181397362,30,0
21,1.116600249858724,24,12
21,0.9925497711788239,80,18
21,0.8959363395481253,66,20
21,0.9127196396048177,26,2
21,1.6625682977899077,51,4
21,1.0449428557036289,25,8
21,0.418852792719192,5,12
21,0.4016316674436294,17,2
21,1.099962891541655,43,3
21,0.9899228198656026,44,6
21,1.2619728166976045,38,9
21,1.2107326719158247,27,19
21,0.9961983146694092,25,8
21,0.8412227813633082,33,3
21,0.8145008488382615,23,5
21,1.3113011246903177,41,5
21,1.8296861838326766,60,24
21,1.1678258004665416,36,6
21,0.9249787457331843,41,2
21,0.9181194839708839,8,6
21,1.1412644038550805,48,25
21,0.6476894404487018,16,4
21,0.6109267162375643,11,4
21,0.8053211134159489,2,5
21,0.8229654697364194,27,13
21,0.544654572274573,42,6
21,0.9372378518615508,79,8
21,0.9786853059145998,47,8
21,1.2634176399198764,13,12
21,0.7136551067584839,20,5
21,0.9181194839708839,30,7
21,1.0142950903827124,33,5
21,0.9775323661715749,35,6
21,0.7835612000380981,53,7
21,0.7476741262647012,36,9
21,0.8998913606919198,44,12
21,0.7764246489705133,26,3
21,0.9817500824466915,41,9
21,1.1529397430249535,41,7
21,1.3422261793165187,48,11
21,0.7702805017323677,8,13
21,1.1361564429682611,34,13
21,1.069329720394701,45,16
21,1.2766983382256067,48,13
21,0.7962581313853351,31,10
21,0.4969462175916797,42,10
21,0.8407703619704756,31,8
21,0.6428733630411292,43,9
21,1.1234741057949866,58,11
21,1.18358750834587,58,14
21,0.9740151702466506,24,4
21,0.5750104541162426,29,4
21,1.1427238212513147,58,5
21,0.6668078083393687,34,6
21,1.1900235390632625,42,7
21,1.0220300025827531,63,11
21,1.066980058386764,26,16
21,1.4064697330987446,62,7
21,0.9206004935444819,26,9
21,0.9799987815712106,19,8
21,0.7031473015055982,5,14
21,0.786334093090943,21,4
21,1.1379223380177046,44,8
21,0.6889909527621273,70,1
21,0.8865960682122269,33,10
21,0.915638474397286,29,14
21,0.9679002113564297,28,7
21,0.5750104541162426,32,13
21,1.470946793664368,67,6
21,1.3807693927510618,53,13
21,1.1653447908929435,30,13
21,1.304587804667641,62,10
21,1.2927665237581445,34,4
21,0.6545487022110021,28,6
21,1.147393956919264,49,15
21,1.1021520176360062,30,11
21,1.258309679033057,75,51
21,1.2898330947917138,26,6
21,1.130464715122948,47,10
21,1.0659730603833624,42,27
21,0.8442875578953999,22,3
21,0.8858663595141099,34,16
21,1.348355732380702,36,9
21,1.0898929115076397,17,10
21,1.1576098786929028,43,20
21,1.2691093677651895,40,12
21,1.2048950023308882,32,6
21,1.492254287649386,40,16
21,0.9724098111107932,33,9
21,1.0954532917872917,23,10
21,1.3553609358826257,73,27
21,0.9762042963410018,42,14
21,1.2304348067649853,47,7
21,0.6800885066450992,33,4
21,1.1935115466402622,14,27
21,1.2950869974181567,37,31
21,0.8679155255404303,36,3
21,1.0837633584434563,36,3
21,2.148554290735869,98,16
21,0.8422297793667097,24,16
21,0.9921119459599538,30,7
21,1.0313702739186514,31,14
21,1.590633614329528,31,16
21,0.6203983351391238,51,2
21,1.23320769981783,66,18
21,0.6873855936262698,22,9
21,0.3896644447945096,43,5
21,0.8740450786046136,55,10
21,1.0903307367265098,56,3
21,1.089309144549146,47,9
21,0.2597762965296731,6,9
21,0.47693760508930994,26,4
21,1.1961384979534835,47,6
21,1.2438760409843015,31,10
21,1.222553952825321,40,9
21,1.3632563839962524,48,5
21,0.8092469462118187,13,11
21,1.0614342722810743,42,28
21,1.1879657605345724,30,23
21,1.3524421010901575,50,7
21,1.0901993891608488,33,6
21,0.8432513715440736,39,6
21,1.087718379587251,44,4
21,0.8599033240351049,23,16
21,1.184185869478326,49,7
21,1.3886356525167638,41,5
21,0.8668939333630664,40,10
21,1.05953702966597,48,7
21,2.488613138232381,64,21
21,0.5275793887386339,5,18
21,1.15441375459515,46,2
21,0.8222503552122646,17,3
21,1.5706395960011206,116,7
21,1.345145014108987,48,10
21,0.8639750985705982,18,20
21,1.4083377873659244,32,6
21,1.3861546429431657,66,18
21,1.7444416137186418,47,4
21,0.6990609327961428,20,14
21,2.153516309883065,130,19
21,1.6154437100655081,75,17
21,1.201844819972759,21,21
21,0.828379908276448,35,3
21,0.7893988696230346,45,4
21,1.2098570214780842,45,13
21,1.1025898428548766,28,7
21,0.7845973863894244,40,11
21,1.7427049070171232,49,6
21,1.3239834618635922,31,5
21,0.4334469666815332,24,17
21,1.2117542640931886,35,11
21,1.1261010571082082,25,4
21,1.1867982266175852,52,7
21,0.6398085865090375,10,1
21,1.2777199304029707,50,9
21,1.1961384979534835,38,23
21,1.5691655844309242,40,10
21,0.5310819904895957,72,16
21,0.5150283991310204,35,11
21,1.3528799263090279,62,7
21,0.9864202181146406,51,8
21,1.2005313443161483,48,3
21,1.8225350385911294,47,5
21,1.2621041642632655,49,6
21,0.8593049629026489,8,12
21,1.454309435347299,59,10
21,1.3460206645467274,21,8
21,1.3987056325507792,133,22
21,1.623616447484419,16,12
21,0.7545187938530392,8,2
21,0.7632752982304439,26,1
21,1.0745836230211439,27,7
21,1.3613445472071857,55,4
21,0.6120796559805893,39,3
21,0.8788611560121862,35,6
21,0.5982151907163652,20,10
21,1.0944316996099277,35,0
21,0.8994389412990872,33,6
21,1.4963406563588417,86,4
21,0.7047526606414558,27,16
21,0.9111142804689601,25,0
21,1.1666582665495544,32,7
21,0.8280880247972011,50,7
21,0.47563872360666154,30,6
21,0.815974860408458,21,6
21,1.2013924005799264,24,33
21,1.3387235775655568,100,9
21,0.6494407413241827,24,2
21,0.49474249732336617,8,14
21,0.9948848390127986,68,14
21,1.111638230711528,33,11
21,0.7977321429555315,52,11
21,0.6120942501545517,7,12
21,1.2246117313540112,27,8
21,0.6202523933995003,40,4
21,1.0631855731565554,54,13
21,0.6014259089880802,9,3
21,1.1208325603078029,53,17
21,0.9972199068467731,10,18
21,0.47868890596479086,6,3
21,0.544654572274573,35,8
21,0.5518057175161202,20,5
21,0.3181529923790378,9,2
21,0.5494706496821457,30,5
21,0.8777082162691612,17,4
21,1.0424764403039932,29,10
21,1.3664671022679675,41,5
21,0.5375034270330258,12,2
21,0.9843770337599129,61,9
21,0.9737232867674038,27,6
21,0.847629623732776,29,4
21,0.7858962678720728,15,6
21,1.2327844687729221,52,4
21,0.9162222413557796,53,12
21,0.6139768985956936,11,4
21,0.47169829663682944,25,6
21,0.8739137310389524,30,7
21,1.2886801550486888,44,6
21,1.0656665827301532,33,9
21,0.6608387911887712,49,3
21,1.3350750340749715,35,18
21,0.8829475247216416,26,6
21,1.0201327599676489,38,14
21,1.1322160159984291,38,8
21,0.8491036353029725,32,8
21,1.0976424178816429,44,9
21,1.137469918624872,41,10
21,0.6456608502679363,14,1
21,0.8537737709709217,79,3
21,1.7197920538962475,73,22
21,0.5442167470557028,4,8
21,0.956064336272971,15,6
21,0.519844476538593,10,4
21,0.8146467905778849,26,4
21,1.353609635007145,15,3
21,0.9162222413557796,19,11
21,1.3382857523466867,36,6
21,0.9664261997862332,46,11
21,0.7024175928074812,43,1
21,1.2571421451160696,27,13
21,0.8378515271780074,32,7
21,0.4814617990176357,17,4
21,0.6125320753734218,6,3
21,0.5777833471690875,21,5
21,0.8668939333630664,31,7
21,0.9077576204576217,42,9
21,1.102312553549592,26,9
21,0.9670099667447268,30,9
21,1.2936275800219226,47,11
21,0.7653330767591341,24,11
21,0.6221496360146047,43,3
21,0.8636832150913513,29,5
21,0.5954422976635203,13,6
21,0.8041389853249993,20,8
21,0.29363478012230465,0,4
21,1.1533775682438239,49,7
21,0.9673164443979361,25,7
21,0.894039096933021,60,5
21,1.0500508165904483,19,18
21,1.7418292565793827,73,20
21,2.140542089230544,116,14
21,0.5408746812183266,12,11
21,1.3924301377469723,57,9
21,0.4363658014740014,23,1
21,0.7006662919320003,41,4
21,0.8010742087929076,18,1
21,0.7879394522268005,30,4
21,1.3301130149277756,38,4
21,0.9912362955222133,32,10
21,0.7828314913399811,18,8
21,1.3496838022112752,43,11
21,0.9134639424768971,31,3
21,1.6415672814580988,44,8
21,0.7021257093282344,28,9
21,0.7968418983438287,19,25
21,1.165797210285776,24,0
21,0.6735211283620457,9,34
21,1.3143513070484472,62,9
21,0.504958419097005,36,2
21,0.26999221830331194,4,6
21,0.3496764081376948,27,2
21,1.2057706527686287,43,24
21,0.7734912200040828,37,7
21,0.6485650908864422,21,8
21,0.9325677161936017,25,19
21,0.7289789894189421,29,7
21,1.2590539819051363,17,21
21,0.7691129678153804,30,7
21,0.6098905298862382,29,14
21,1.1552894050328906,31,16
21,0.622587461233475,26,2
21,1.2623960477425125,39,10
21,1.1806686735534018,11,10
21,0.9983874407637604,33,9
21,0.8547953631482855,9,8
21,0.7842909087362152,18,4
21,1.1138419509798416,69,18
21,0.7701345599927443,16,8
21,0.9734459974621194,32,6
21,0.958545345846569,25,9
21,1.1161624246398538,31,8
21,1.5852191757894996,48,16
21,0.9818960241863149,41,5
21,0.4338847919004034,1,4
21,0.9197248431067414,51,13
21,0.9067360282802578,30,11
21,0.6897206614602444,33,9
21,1.3395992280032973,53,26
21,1.4282004581286707,74,20
21,1.3558133552754583,73,8
21,1.0821725934815611,31,12
21,1.4182764198342785,29,37
21,0.756561978207767,35,15
21,1.2015383423195498,43,10
21,0.9897914722999415,10,17
21,0.5979233072371183,32,21
21,0.688845011022504,36,6
21,0.5878533272031029,17,4
21,1.1625718978400987,31,17
21,1.2202188849913465,35,6
21,1.3102649383389915,38,9
21,0.6082851707503806,36,2
21,0.6208361603579939,43,11
21,1.213359623229046,16,19
21,0.8917040290990463,46,9
21,0.6936610884300765,36,6
21,0.6012799672484568,10,5
21,1.2837035417275307,28,5
21,0.9975263844999823,23,7
21,0.808531831687664,2,9
21,0.9382740382128771,25,4
21,1.0678703029984669,19,13
21,0.7823936661211109,15,12
21,1.358279770675094,52,10
21,1.3981364597662478,60,8
21,1.069461067960362,26,7
21,0.8009282670532842,19,4
21,0.8304084984572134,43,6
21,1.4779519971662918,30,49
21,1.2393518470559757,2,27
21,1.254077368583978,29,6
21,1.548456451578362,71,12
21,0.8314300906345773,24,29
21,1.2386221383578586,53,8
21,0.8917040290990463,33,6
21,1.2861845513011285,25,15
21,1.0646449905527895,52,12
21,1.318583617497526,77,26
21,0.9328595996728485,27,28
21,0.9105305135104665,11,4
