Time,AreaNormed,Counts Nr1d1,Counts Cry1
21,0.709917973,26,8
21,1.289430915,70,8
21,0.99515705,30,8
21,1.0230801,10,7
21,1.270425697,15,11
21,0.902323872,2,30
21,0.562115858,35,2
21,0.521912513,25,0
21,0.96721938,34,14
21,1.109027542,3,25
21,1.030667568,15,7
21,0.520450573,8,3
21,1.211377948,36,9
21,1.205822577,38,5
21,1.327455969,28,6
21,0.989747873,24,4
21,1.105387312,21,8
21,1.030813762,10,3
21,1.363843651,14,8
21,1.305219865,4,12
21,0.615198893,7,0
21,0.962263404,54,6
21,0.528637436,11,0
21,1.018694281,16,13
21,1.313991504,28,12
21,0.523374453,2,0
21,0.732870428,12,4
21,0.886081721,49,6
21,1.472904361,36,10
21,0.582290627,19,3
21,1.388711248,10,14
21,1.631963413,21,15
21,1.026442562,23,1
21,0.986093023,26,4
21,0.735662733,25,20
21,0.776728623,45,0
21,1.258013828,17,23
21,0.785207873,12,5
21,0.692959471,5,40
21,0.953330952,23,23
21,1.040754953,30,9
21,0.691512151,14,6
21,0.712125502,23,0
21,1.202006914,12,16
21,1.526849941,8,5
21,0.738279606,46,4
21,1.255660105,19,6
21,1.038708237,25,10
21,1.172183342,22,6
21,1.38841886,9,18
21,0.649115896,14,7
21,1.190749978,133,0
21,0.929939915,11,9
21,1.100124329,27,7
21,1.111951422,24,9
21,1.125415887,14,10
21,0.76634885,9,4
21,0.62571024,44,19
21,0.776582429,63,0
21,0.790763245,42,1
21,1.042216893,45,5
21,1.10421776,48,1
21,0.646615979,50,2
21,1.220134968,2,0
21,1.115898659,3,27
21,1.120284479,80,0
21,0.595886668,35,5
21,0.749975124,17,21
21,0.709040809,10,3
21,2.047168939,27,9
21,1.888694664,48,6
21,0.835644797,9,22
21,1.093384786,12,12
21,1.143967904,45,25
21,1.394559007,50,6
21,1.647328401,8,33
21,1.749956575,9,38
21,1.549963209,62,22
21,1.299094337,2,27
21,1.270425697,9,3
21,1.430815114,8,11
21,1.265308908,18,3
21,1.633717741,7,19
21,1.706098381,25,20
21,1.477743382,42,10
21,1.474512495,3,36
21,1.461062649,20,7
21,1.792338211,26,13
21,1.198936841,19,16
21,1.542054115,42,8
21,0.752913623,31,6
21,1.28929934,12,16
21,1.240017349,20,6
21,1.077464261,15,12
21,1.712238528,19,28
21,1.187095128,22,9
21,1.982989782,18,16
21,1.522040159,12,8
21,1.568822233,11,7
21,0.745443111,9,15
21,0.682141117,13,7
21,0.94852117,34,7
21,0.988139739,4,23
21,1.458284963,12,9
21,0.59193943,6,1
21,1.391196545,26,8
21,1.485053081,40,4
21,0.697345291,6,17
21,0.792371379,9,4
21,1.049979793,16,22
21,1.712823304,24,13
21,0.84748651,11,0
21,1.291185243,65,4
21,1.375846177,27,19
21,1.213863246,15,7
21,1.54921762,5,5
21,1.090899488,3,16
21,0.720736328,13,12
21,0.758600569,18,4
21,0.487849316,28,19
21,0.831273597,34,5
21,0.652609932,19,7
21,1.388111852,4,37
21,0.784915486,11,3
21,0.845732182,33,10
21,1.608572376,46,10
21,1.587973644,27,16
21,1.35755731,52,5
21,1.132725586,55,5
21,0.929793721,29,8
21,0.601442039,9,3
21,1.285498297,39,4
21,0.999966832,31,8
21,1.067230683,18,1
21,1.063268826,63,3
25,1.111220452,75,17
25,1.309020908,65,16
25,1.317514779,32,26
25,1.87349049,59,33
25,0.56182347,22,17
25,1.564582607,23,11
25,1.859602061,16,20
25,1.161218793,121,7
25,1.294109122,62,13
25,1.278904948,22,12
25,0.577027644,21,13
25,0.651893582,38,11
25,0.841360982,9,10
25,2.108862799,36,20
25,0.888713212,6,17
25,0.723952595,11,19
25,0.880526349,72,6
25,0.919267754,15,12
25,0.897192463,291,9
25,0.710356555,74,8
25,1.718086287,4,26
25,0.802327189,22,7
25,1.008446083,176,8
25,1.743801809,22,41
25,1.348785671,66,25
25,1.911500925,84,8
25,0.99733534,74,7
25,1.006691755,145,1
25,1.534028065,143,10
25,0.729507967,161,12
25,1.093092398,6,30
25,0.79792675,34,7
25,0.821463981,164,6
25,0.573226601,64,17
25,1.13360275,4,12
25,0.801143017,28,3
25,0.888713212,5,11
25,1.020287795,40,6
25,0.88390343,21,12
25,0.494135657,60,7
25,1.803331998,43,16
25,0.899092985,9,16
25,1.063122632,19,12
25,1.485199275,44,38
25,1.126717014,13,14
25,0.820309048,17,15
25,1.315029481,54,7
25,1.293100384,31,10
25,1.1416288,57,5
25,1.209623621,20,30
25,0.795295258,21,2
25,0.995303244,26,8
25,1.021603541,4,10
25,1.714431438,44,14
25,1.12146865,102,10
25,1.816913419,37,32
25,1.839266479,123,4
25,2.076831698,22,41
25,1.003343913,23,6
25,1.446150863,29,6
25,0.976151832,10,8
25,0.934047966,27,21
25,1.652138183,31,10
25,0.895014173,24,14
25,1.100709105,40,4
25,1.339575451,36,15
25,0.555537129,37,14
25,1.223205041,24,24
25,1.143383128,37,14
25,1.587242674,69,14
25,1.236216306,9,12
25,1.598645805,7,20
25,1.739284415,46,26
25,0.586384059,52,4
25,0.747358252,19,9
25,0.557013688,43,4
25,1.114729107,7,22
25,1.334458661,78,6
25,0.611821812,45,7
25,1.211801911,31,22
25,1.371738126,30,13
25,2.040444016,17,17
25,1.128471342,82,6
25,0.921913865,6,18
25,1.031705545,22,11
25,0.404372552,51,9
25,1.101732462,76,6
25,1.877730115,388,16
25,0.453201342,0,1
25,1.275995688,7,18
25,1.412233859,55,14
25,0.644715457,21,7
25,1.146614015,7,10
25,0.48434066,4,7
25,1.010785187,16,15
25,0.70319305,37,16
25,1.540884563,10,11
25,1.143383128,32,11
25,1.172183342,8,15
25,1.50331271,26,21
25,0.943389761,10,34
25,1.291638444,14,15
25,0.417822399,4,15
25,1.011823164,19,12
25,1.023372488,39,7
25,0.743981171,42,1
25,0.934047966,13,9
25,0.62132442,16,20
25,0.473668499,15,1
25,0.839007259,53,9
25,0.865322175,34,3
25,1.37261529,55,10
25,1.287545013,19,11
25,1.339575451,21,29
25,0.481709168,12,20
25,0.790909439,7,9
25,0.885058363,19,10
25,1.280513082,33,15
25,0.384490171,3,5
25,0.379811963,25,21
25,1.395728559,63,7
25,1.179639235,20,18
25,1.087537027,18,15
25,0.922352447,67,24
25,0.90698746,19,8
25,1.059906364,24,15
25,1.073063823,35,15
25,1.49455569,98,11
25,0.770456901,29,10
25,0.503345878,19,15
25,1.297471584,17,21
25,0.957278189,54,14
25,0.481124392,11,15
25,0.592085624,17,21
25,1.034907194,48,7
25,0.642522548,13,17
25,0.573226601,8,11
25,1.042231512,13,9
25,0.628195538,20,28
25,0.761524449,10,38
25,0.881856715,33,28
25,1.244417788,46,22
25,1.476720024,23,14
25,1.268086594,5,12
25,1.791183278,78,17
25,0.95654722,84,11
25,0.633750909,2,7
25,0.636236207,6,28
25,1.195428185,47,16
25,0.657434334,9,27
25,1.375392976,45,19
25,0.948506551,24,12
25,0.645885009,25,5
25,1.203030272,13,30
25,1.210486165,27,15
25,1.511514192,39,15
25,1.192957507,8,11
25,1.64805937,12,28
25,0.886958884,29,14
25,1.260923089,16,33
25,1.164742068,35,8
25,1.273948972,103,18
25,1.085197923,32,28
25,1.4457269,98,12
25,0.595155698,38,8
25,0.757284823,0,19
25,0.751729452,21,20
25,1.097916799,14,22
25,1.033737642,128,23
25,0.858597252,58,5
25,1.544700226,79,12
25,1.532551506,25,34
25,0.768556379,11,31
25,1.493956295,86,15
25,0.62717218,15,21
25,0.867237316,9,8
25,1.156102004,90,7
25,0.591793236,10,9
25,0.455262677,33,12
25,1.446165482,72,14
25,1.403184452,19,16
25,1.201582952,64,14
25,1.118530151,95,4
25,0.547350266,15,16
25,0.67088418,10,16
25,1.311798594,26,23
25,0.711964689,37,12
25,0.868538443,61,29
25,1.218687647,35,16
25,1.119407315,5,17
25,0.804505479,5,15
25,1.232415262,6,27
25,1.525826583,13,31
25,1.569553203,118,17
25,2.137224432,74,34
25,0.76707982,27,8
25,1.13287178,25,21
25,1.210208396,53,12
25,0.907294467,52,10
25,1.229929965,8,19
25,0.829358456,24,15
25,1.076864866,85,14
25,0.759770121,10,18
25,0.93856536,50,13
25,0.982145786,31,9
25,1.390465575,64,23
25,1.157271556,16,31
25,1.485491663,14,18
25,0.836814349,9,1
25,0.94075827,12,21
25,1.176876169,49,10
25,1.090914108,16,7
25,1.398637819,48,19
25,1.254198165,17,10
25,1.146029239,21,13
25,1.847453342,6,30
25,1.511952774,28,18
25,0.577027644,11,13
25,1.663409738,5,28
25,1.592227889,20,11
25,0.883464848,8,3
25,1.275410912,11,19
25,1.065023154,22,25
25,1.094408144,111,26
25,0.73623289,9,12
25,1.592052456,22,40
25,0.827019352,49,4
25,1.462100626,104,12
25,1.449074743,2,39
25,0.517526694,4,6
25,1.038123461,22,9
25,1.287676587,3,47
25,0.751305489,20,13
25,0.307884525,25,8
25,1.010638993,6,16
25,1.559451198,43,27
25,1.477889576,9,22
25,0.678647081,6,8
25,1.480067867,13,17
25,1.474819503,10,26
25,0.984324076,56,13
25,1.270294123,19,25
25,1.505374045,24,25
25,1.553764253,10,18
25,0.721467298,65,10
25,0.859050453,19,23
25,1.161087219,4,18
25,1.534466647,29,28
25,1.176569161,27,5
25,2.428589037,172,15
25,1.135210884,21,9
25,1.6230602,6,31
25,1.823345954,41,23
25,1.26283823,70,3
25,1.785934914,10,19
25,0.959763487,42,12
25,1.273057189,48,13
25,0.912542831,82,3
25,0.764024366,4,11
25,1.221611527,22,12
25,0.834036663,50,4
25,1.347776933,17,16
25,0.982423554,22,16
25,0.632303588,51,11
25,1.277750016,12,16
25,0.471914172,22,7
25,0.729507967,41,9
25,0.883596423,9,22
25,0.531122734,17,19
25,1.275981069,4,17
25,1.640735052,14,13
25,0.660504407,26,4
25,1.115767085,9,26
25,1.416473485,41,13
25,1.014001454,18,4
25,0.671468956,48,5
25,1.168382298,25,11
25,0.750413706,84,9
25,0.975698631,22,3
25,0.846901734,3,17
25,0.990332649,4,16
25,0.595170317,80,8
25,0.939734912,11,10
25,0.601734427,66,9
25,0.669568434,47,12
25,2.168787712,83,14
25,0.577173838,3,6
25,1.170136626,74,3
25,1.121176262,14,13
25,1.115767085,68,10
25,0.660504407,50,10
25,1.010200411,9,7
25,0.603488755,46,17
25,0.872207912,14,35
25,1.277443008,19,13
25,0.63930628,41,8
25,1.1493917,15,9
25,0.676878133,24,39
25,1.414733776,11,28
25,1.066192706,16,4
25,1.29222322,7,29
25,0.908317825,18,5
25,1.093984181,12,18
25,1.80667984,36,34
25,1.468386967,69,12
25,1.392950873,41,14
25,0.690781181,6,9
25,1.47949771,33,7
25,2.045853194,18,52
25,1.550840373,35,34
25,2.283403794,101,8
25,0.749244154,1,32
25,1.048941816,25,24
25,1.004498845,18,19
25,0.564177193,5,21
25,1.14382171,12,21
25,0.770749289,7,17
25,1.603163199,27,13
25,0.775851459,37,12
25,1.218249065,12,15
25,0.463434921,4,13
25,0.461972981,97,10
25,0.466504994,15,24
25,1.071309495,17,6
25,0.273382745,9,19
25,0.288148337,4,18
25,1.714285244,38,11
25,0.852164717,9,10
25,0.925407902,2,14
25,1.940739721,62,20
25,0.963710725,31,20
25,1.280513082,14,16
25,0.812692342,20,25
25,0.375718532,5,8
25,0.923214992,28,15
25,1.934160992,127,11
25,0.831843754,8,12
25,1.270440317,47,13
25,1.070578525,50,9
25,0.90552552,35,14
25,0.812999349,7,5
25,0.939442524,21,10
25,0.975844825,18,12
25,1.745570756,26,30
25,1.105094924,47,20
25,0.57761242,10,16
25,1.198059677,21,10
25,1.814559696,14,36
25,0.892075674,6,12
25,0.677170521,52,11
25,1.178908265,16,16
25,0.635943819,7,1
25,0.823364503,11,24
25,0.80932988,32,7
25,0.826449196,5,8
25,0.965333478,45,17
25,0.622947174,8,18
25,0.968842133,5,30
25,0.930393116,4,21
25,0.629803671,13,11
25,0.809636888,6,14
25,1.092376048,101,5
25,1.280527701,9,16
25,0.947629387,8,10
25,1.110928064,12,13
25,1.487830767,31,16
25,0.741203485,10,25
25,0.971766013,31,14
25,1.036369133,17,16
25,1.493532332,66,13
25,1.111220452,12,16
25,0.793833318,34,8
25,1.219564811,59,8
25,1.663833701,27,8
25,1.189580426,8,12
25,1.708276671,22,15
25,1.427014071,21,19
25,1.488108536,29,20
25,0.929647527,52,7
25,0.820309048,34,7
25,1.111819847,20,22
25,1.333142915,4,26
25,0.908171631,12,18
25,1.274811517,23,17
25,1.146175433,21,13
25,2.216022988,152,14
25,1.338712906,69,14
25,1.011077575,5,17
25,0.708017451,32,8
25,1.023065481,64,3
25,0.330398398,4,1
25,0.555098547,57,6
25,1.082420237,27,25
25,0.920729694,25,17
25,0.914896554,21,7
25,0.386975468,8,9
25,0.906124915,9,5
25,0.955977063,13,19
25,0.6436921,7,13
25,0.440482466,15,7
25,0.979792063,4,35
25,0.705093572,23,9
25,0.623955912,77,8
25,1.104071566,10,16
25,0.661673959,10,10
25,1.165458419,25,13
25,0.772342803,59,5
25,0.93856536,16,2
25,0.707286481,8,8
25,1.221611527,32,22
25,1.282705992,13,22
25,0.471636403,24,9
25,1.28226741,36,13
25,0.764009746,10,20
29,0.70246208,22,10
29,1.073648599,5,38
29,1.119845897,76,8
29,1.685908992,57,12
29,0.90261626,49,11
29,1.799063134,50,30
29,0.899546186,45,5
29,1.680075852,56,10
29,1.152023192,13,16
29,0.882733878,28,7
29,1.073517024,31,11
29,1.223058847,16,18
29,0.93492513,9,14
29,1.037260917,6,15
29,1.012992716,41,8
29,0.530684152,13,14
29,0.806698389,38,13
29,1.09353098,2,30
29,0.678486267,40,4
29,0.751144676,45,16
29,2.002009619,20,34
29,0.502030132,14,2
29,0.721628111,26,20
29,1.495272041,18,25
29,1.191056985,28,19
29,0.614745691,33,2
29,0.615330467,9,12
29,0.65875008,10,11
29,1.750380538,161,21
29,1.055812933,49,15
29,1.356972534,68,17
29,0.923068798,28,25
29,0.971166618,8,19
29,0.879371417,7,2
29,0.762562426,18,8
29,1.33739716,34,4
29,0.557583845,8,6
29,0.791055633,24,13
29,0.699991402,43,5
29,0.540917731,1,17
29,0.824972636,11,12
29,0.810514052,12,5
29,0.961371621,30,10
29,1.879908405,34,24
29,0.711818495,9,3
29,0.932571407,33,7
29,0.952746176,46,8
29,0.744273559,8,19
29,1.248949802,10,16
29,0.866053145,3,49
29,0.931840437,34,10
29,1.059175394,7,27
29,0.789447499,16,11
29,0.590623684,5,6
29,0.77703563,62,5
29,0.816639579,49,3
29,0.833451887,14,4
29,0.706862519,11,4
29,0.876286724,22,11
29,0.454809476,17,1
29,0.4663588,41,6
29,0.934325734,0,22
29,0.468990292,8,12
29,1.157125362,52,11
29,1.324678284,23,25
29,0.968695939,20,5
29,0.485656406,37,11
29,0.842530534,7,13
29,0.807005396,6,7
29,0.822048757,20,5
29,1.132725586,16,13
29,0.766071081,25,5
29,1.276872852,66,8
29,0.601003457,10,17
29,0.47074462,9,8
29,0.845732182,36,6
29,1.940447333,37,38
29,1.161803569,56,6
29,1.47173481,8,25
29,1.041339729,7,12
29,1.235777724,10,28
29,0.45203179,9,5
29,0.976298026,32,12
29,1.372483716,20,13
29,1.420435342,13,14
29,0.626587404,19,19
29,0.515479978,4,15
29,0.93710342,18,14
29,0.942819605,13,17
29,0.426886425,7,17
29,1.118690964,15,9
29,0.735355726,40,11
29,1.190311396,7,9
29,1.155371034,29,12
29,0.798365332,24,14
29,0.470320657,7,6
29,0.501445356,83,7
29,1.841474008,5,13
29,1.258583985,30,21
29,0.555829517,1,22
29,0.739741545,29,11
29,0.603488755,6,35
29,0.856565156,9,18
29,0.872631874,16,11
29,0.291364605,2,4
29,1.016501371,5,36
29,1.073955606,35,8
29,0.787108395,17,9
29,1.062537856,25,14
29,1.203615048,7,17
29,1.224228399,10,5
29,0.631850387,5,3
29,1.026574137,3,17
29,0.751437064,11,4
29,0.910934697,8,18
29,0.697506104,33,7
29,0.84310069,35,9
29,0.899546186,6,19
29,1.523048897,31,23
29,0.87614053,3,14
29,1.168528492,9,29
29,2.185029864,14,15
29,0.323965863,0,4
29,0.957424383,8,8
29,1.657693554,18,31
29,1.286375461,11,19
29,0.862252102,26,6
29,0.794140326,35,6
29,1.283159193,39,11
29,0.767372208,9,9
29,1.542799704,9,18
29,0.754945719,41,2
29,0.760501091,11,15
29,0.840615392,3,35
29,1.755643521,32,17
29,1.51398487,22,13
29,0.91767424,26,11
29,1.001867354,46,2
29,0.635212849,15,7
29,0.887850668,12,8
29,0.936518644,7,10
29,0.939588718,3,21
29,1.00245213,24,26
29,0.783453546,2,15
29,0.849971807,8,12
29,1.287106431,50,2
29,0.907572236,8,25
29,1.967917182,41,30
29,0.953038564,8,44
29,1.003343913,25,7
29,1.352294327,13,14
29,0.827457934,9,15
29,1.09135269,16,7
29,1.063283445,17,9
29,0.954222735,9,35
29,1.181115794,8,15
29,1.235806963,13,17
29,1.017656304,33,18
29,0.890321346,14,5
29,1.355218207,34,19
29,0.876301343,3,9
29,0.742373037,1,36
29,1.298217173,11,41
29,0.704961997,6,6
29,1.177314751,19,12
29,0.851579941,30,8
29,0.987247956,9,8
29,0.637259564,4,6
29,0.707578869,3,15
29,0.719274388,9,14
29,1.091484264,16,24
29,1.21474041,13,9
29,0.643399712,5,4
29,0.776889436,8,3
29,0.99879728,22,5
29,0.781860031,1,15
29,0.769433543,7,14
29,0.65655717,4,14
29,1.07993494,21,25
29,1.056836291,20,17
29,0.613283752,10,4
29,1.320131651,8,17
29,2.043645664,10,25
29,1.337674929,7,15
29,0.723806401,6,10
29,0.723952595,14,2
29,0.587699805,14,8
29,0.475130439,2,6
29,0.719873783,18,9
29,2.100529743,31,25
29,0.319433849,10,2
29,1.380378191,26,7
29,1.448504586,50,7
29,1.142652158,8,23
29,0.956269451,12,8
29,0.800426667,79,14
29,0.891490898,4,16
29,0.789008917,11,3
29,0.893830002,14,12
29,0.577466226,1,34
29,0.936518644,2,27
29,1.095431502,11,19
29,1.827717154,9,27
29,0.827033972,4,25
29,1.042655475,2,14
29,1.008738471,14,24
29,0.491211777,64,1
29,0.686819324,7,7
29,0.755969077,77,2
29,1.335774407,6,42
29,1.23197668,88,10
29,0.843977854,13,5
29,0.711526107,4,5
29,1.035506589,18,9
29,0.740487135,8,13
29,1.068970391,20,16
29,0.94925214,6,17
29,0.930670885,5,10
29,0.695737157,5,5
29,1.15741775,3,21
29,1.467056602,11,19
29,1.615882075,7,40
29,0.711964689,6,7
29,0.930378497,5,17
29,1.012247126,17,11
29,1.441779663,14,12
29,1.011516157,8,10
29,1.101864037,15,18
29,1.017524729,5,8
29,1.392936254,8,34
29,0.857588514,6,11
29,0.747343632,15,8
29,1.141482606,19,25
29,0.729800355,34,5
29,1.001574966,23,8
29,0.72190588,10,18
29,1.16808991,25,11
29,0.767226014,28,7
29,0.405103522,51,4
29,0.93929633,28,8
29,0.912250443,5,9
29,0.901724477,11,16
29,0.616061437,59,4
29,0.93564148,25,10
29,1.509599051,46,18
29,0.542964447,19,9
29,0.60626644,29,8
29,0.766641238,22,18
29,0.527760272,9,11
29,0.782430188,23,27
29,1.106980826,23,8
29,0.709479391,15,10
29,2.294529156,174,14
29,1.093969562,34,16
29,0.592085624,9,22
29,0.781114442,28,5
29,0.913873196,7,10
29,0.620900458,26,11
29,0.547788848,51,9
29,0.816200998,43,9
29,0.92059812,18,7
29,0.989879447,65,5
29,0.86181352,10,16
29,0.597933383,16,11
29,0.672492314,2,20
29,1.282852186,36,21
29,1.77729485,20,13
29,0.280107668,57,11
29,0.7068479,11,2
29,1.318815905,25,12
29,1.070139943,16,27
29,0.392677034,12,2
29,0.813423312,11,18
29,0.569717945,17,1
29,0.286540203,9,1
29,1.401707893,20,28
29,0.995727207,45,2
29,0.771904221,60,14
29,0.700707752,3,3
29,0.68959701,35,8
29,1.587812831,112,10
29,1.110343288,9,45
29,1.109027542,42,25
29,0.612698976,22,20
29,0.720882522,2,26
29,0.695883351,29,10
29,0.427047239,1,1
29,1.156394392,32,17
29,1.135927235,8,14
29,1.113281787,11,13
29,0.358175254,27,10
29,1.090753294,64,10
29,0.350865555,11,8
29,0.375718532,36,7
29,0.551297503,7,8
29,1.150561252,50,14
