Time,AreaNormed,Counts Nr1d1,Counts Cry1
29,0.758454375,41,9
29,0.671468956,19,6
29,0.728046027,59,15
29,0.963272143,41,6
29,1.782981796,36,19
29,0.620008675,16,2
29,0.80011966,9,8
29,1.208731837,8,21
29,0.732154078,50,10
29,0.962263404,0,33
29,0.707593489,5,32
29,1.389003636,15,22
29,1.031705545,12,19
29,0.961956397,48,12
29,0.866930309,7,17
29,0.994996237,13,9
29,1.120430673,8,4
29,1.183586473,11,12
29,1.139158122,5,17
29,1.2319913,14,7
29,1.036822335,61,15
29,1.118983352,6,49
29,0.682725893,20,18
29,0.980669226,34,9
29,0.663866869,24,4
29,0.659188662,3,12
29,0.761378255,4,18
29,1.034190843,10,7
29,0.781114442,5,15
29,1.380816773,9,7
29,1.404061616,31,9
29,0.9716052,6,12
29,0.410951281,14,13
29,0.93637245,8,16
29,0.640329638,6,10
29,0.54822743,9,4
29,0.664013063,10,14
29,0.738294225,19,8
29,0.805104874,2,17
29,0.351157943,13,1
29,0.796333235,11,11
29,0.888128436,5,18
29,1.352440521,17,16
29,1.548062687,36,7
29,1.086513669,16,10
29,0.794432714,1,11
29,1.23490056,17,15
29,1.157432369,16,5
29,0.400571509,25,8
29,1.098209187,19,21
29,1.341329778,7,31
29,0.603781143,6,18
29,1.009323247,9,21
29,0.787985559,6,10
29,0.374256592,28,10
29,0.573080407,6,6
29,1.028036076,27,6
29,1.021471967,18,12
29,1.05685091,79,18
29,0.901724477,19,22
29,0.36241488,9,9
29,0.794125706,8,7
29,0.565770708,10,5
29,1.425405937,40,16
29,0.833905089,69,9
29,0.581121076,5,10
29,1.155078646,22,11
29,0.984338695,2,3
29,0.482440138,3,2
29,0.52878363,15,25
29,1.260791514,18,11
29,1.130664251,11,9
29,1.475989054,11,24
29,0.818686295,7,20
29,1.257122045,3,28
29,1.288407557,15,21
29,1.521162995,10,8
29,1.277311434,36,19
29,0.631119417,6,7
29,1.383886846,18,12
29,0.822779727,10,26
29,1.285629871,22,9
29,1.066777481,20,15
29,0.962102591,10,9
29,0.88828925,19,5
29,0.867661279,11,7
29,1.152300961,11,14
29,2.317920193,45,99
29,0.555244741,23,15
29,1.085797318,12,4
29,0.603634949,6,13
29,0.465335442,9,17
29,0.764594522,24,22
29,1.107273214,10,13
29,0.58199824,9,8
29,1.086513669,18,13
29,0.930393116,36,7
29,0.948945133,13,10
29,0.965625866,6,7
29,1.593090433,12,7
29,0.826288382,23,7
29,1.124977305,52,26
29,1.465740856,6,36
29,0.974236691,6,20
29,0.82950465,25,7
29,0.498521476,12,5
29,0.966356836,2,12
29,1.184916838,12,29
29,0.751875646,23,10
29,1.065461736,6,18
29,1.109173736,2,1
29,0.84675554,10,15
29,0.675123806,8,6
29,1.639126918,31,25
29,1.142944546,8,14
29,2.649926724,11,60
29,1.288699945,5,19
29,1.119261121,17,9
29,0.586968835,9,7
29,0.783014964,10,29
29,1.022773093,14,14
29,1.257560627,11,12
29,1.336066795,22,23
29,0.733016622,12,15
29,1.10858896,5,18
29,0.867091122,11,10
29,1.565021189,43,19
29,0.535508553,79,6
29,0.43404993,3,4
29,0.673954254,5,6
29,0.345017796,5,20
29,0.6558262,19,22
29,1.075417546,26,10
29,0.715619538,16,12
29,0.721920499,39,3
29,0.540917731,14,27
29,0.727753639,29,8
29,0.904224394,10,10
29,0.766363469,20,4
29,0.558607203,30,1
29,0.709040809,4,11
29,1.006984143,22,12
29,1.066938295,16,5
29,1.053196061,8,28
29,0.968388932,10,22
29,1.289884116,3,52
29,0.793116968,74,4
29,0.620885839,18,3
29,1.195135797,15,25
29,1.940315758,52,15
29,0.61841516,1,18
29,0.251453648,0,3
29,0.575872712,67,6
29,0.748659378,32,7
29,1.147344985,5,45
29,0.419883734,16,17
29,0.79063167,8,15
29,0.578928166,6,5
29,0.781991606,15,17
29,0.75348378,9,6
29,0.369870773,5,6
29,1.008153695,16,4
29,1.136073429,22,12
29,1.610633711,52,22
29,0.810221664,10,12
29,0.865614563,19,12
29,1.58563454,57,29
29,1.129801707,10,9
29,1.146906403,26,9
29,0.862412915,29,27
29,0.472937529,7,2
29,1.107565602,13,16
29,1.059613976,52,19
29,0.830381814,4,10
29,0.715765732,20,9
29,0.814008088,23,14
29,0.916051487,8,12
29,0.593108982,3,1
29,0.804505479,66,14
29,1.555664774,30,16
29,1.147198791,5,13
29,1.490900841,96,14
29,0.691497531,4,19
29,0.795295258,14,15
29,0.710502749,67,4
29,0.817224355,15,21
29,1.305804641,9,11
29,0.978622511,13,19
29,0.551151309,2,4
29,0.853772851,7,0
29,1.253189427,11,11
29,0.705400579,15,9
29,1.125693656,39,18
29,0.653487096,42,5
29,1.022056743,5,7
29,1.006998763,35,17
29,1.143251553,24,7
29,2.061627524,77,19
29,0.988417507,3,40
29,0.514018038,9,2
29,0.850264195,11,12
29,1.307851357,24,28
29,0.867368891,12,15
29,0.487118346,6,5
29,0.538593246,24,11
29,1.152300961,40,21
29,0.539894373,25,10
29,0.679655819,18,11
29,0.506123563,0,3
29,0.912411257,7,6
29,1.46881093,61,16
29,0.734624756,4,15
29,1.835757823,27,90
29,0.479954841,8,2
29,0.515202209,4,11
29,1.018986669,15,20
29,0.410658893,9,18
29,1.029059434,42,7
29,0.387267856,2,4
29,0.858743446,7,6
29,1.061821505,16,20
29,0.456709998,2,12
29,0.391215094,6,9
29,1.234608172,45,20
29,0.530684152,44,2
33,1.093677174,15,11
33,1.118822539,8,12
33,1.308596946,6,12
33,1.455653472,21,23
33,1.321169628,23,14
33,0.742519231,19,14
33,1.156847593,28,18
33,0.941927821,11,14
33,0.748527804,12,5
33,0.681556341,8,14
33,0.611821812,16,10
33,0.353935629,9,5
33,0.859035834,18,10
33,1.119421934,24,27
33,1.273656584,6,29
33,0.617230989,16,6
33,0.777620406,9,14
33,0.626163441,6,23
33,1.723495465,20,62
33,0.416068071,8,15
33,0.614467923,9,3
33,1.604201176,60,15
33,0.818101519,23,13
33,0.445891643,4,3
33,1.792937606,18,23
33,1.119992091,32,9
33,1.162826927,16,15
33,0.827180166,35,15
33,0.975128475,14,15
33,0.85744232,16,2
33,0.915627524,6,15
33,1.173352894,16,20
33,2.466745666,43,46
33,0.789593693,7,11
33,1.200252586,56,4
33,1.363989845,13,12
33,0.867091122,9,23
33,0.581852046,37,14
33,1.505081657,32,9
33,1.28446032,28,4
33,0.996765184,20,11
33,0.712110883,8,5
33,0.698222455,17,4
33,0.735355726,8,17
33,0.410805087,10,18
33,0.844124048,8,25
33,0.735662733,9,11
33,0.756422279,31,11
33,1.012261746,29,17
33,0.817823751,18,12
33,0.794725102,41,9
33,0.526883109,15,3
33,0.745750118,8,7
33,0.584044955,1,20
33,0.889312608,13,14
33,0.916197681,8,9
33,0.895891337,14,13
33,0.837852326,20,23
33,1.873636684,23,16
33,1.38840424,10,5
33,1.014293842,30,10
33,0.890774547,33,8
33,1.148938499,15,19
33,1.326125604,15,19
33,0.510363189,22,22
33,1.29003031,18,17
33,0.75348378,9,12
33,0.810353238,12,9
33,0.530552577,8,16
33,0.765193917,22,27
33,0.81153741,27,8
33,0.475422827,24,4
33,1.2679404,27,22
33,0.916051487,26,4
33,1.240031969,12,20
33,1.088267997,17,20
33,0.726291699,36,15
33,0.956561839,17,10
33,0.704231027,12,17
33,1.867774305,70,17
33,0.793394736,10,4
33,1.015185625,33,11
33,1.225704959,13,10
33,0.802166375,18,12
33,0.940173494,13,14
33,0.790909439,7,17
33,0.910934697,52,12
33,0.950260878,12,14
33,0.623955912,5,19
33,1.120883874,28,13
33,1.688540484,10,15
33,1.434601538,44,31
33,0.963418337,370,9
33,0.761378255,13,6
33,0.694567605,45,4
33,0.713134241,20,28
33,0.98227736,8,15
33,1.720717779,27,22
33,0.760939673,31,10
33,1.108442766,13,26
33,1.431092883,14,27
33,0.732007884,17,19
33,0.760939673,11,26
33,0.999966832,19,19
33,0.669129852,17,4
33,0.996765184,28,16
33,0.854211433,18,17
33,0.494135657,21,7
33,1.577447677,23,41
33,1.377439692,12,14
33,1.171043029,30,27
33,0.974529079,17,9
33,1.073063823,23,20
33,1.210632359,11,9
33,1.82683999,10,50
33,1.352732909,49,9
33,1.5283265,21,21
33,0.836828968,27,9
33,1.310629042,28,13
33,1.398637819,8,14
33,0.7505599,11,13
33,0.834182857,19,6
33,0.79719578,34,11
33,0.728484609,13,12
33,1.245718915,44,32
33,0.548812206,10,17
33,1.128193573,46,9
33,0.623824338,10,4
33,1.271010473,24,20
33,0.79209361,3,12
33,1.238409215,12,16
33,0.885058363,21,8
33,1.816767225,32,20
33,0.835206215,18,15
33,1.206392734,22,5
33,0.530991159,10,11
33,1.257999209,33,20
33,0.684933422,26,15
33,0.555975711,34,14
33,1.352747528,40,23
33,0.97087423,21,17
33,1.212825269,22,13
33,0.844708824,15,14
33,0.763863552,1,7
33,0.499544834,24,16
33,0.509500644,8,25
33,1.21618773,31,9
33,1.067654645,12,21
33,0.687111712,3,17
33,0.77775198,17,19
33,0.917367233,8,22
33,0.790178469,21,6
33,0.476153797,32,7
33,1.138865734,16,15
33,1.237839059,9,23
33,1.301287247,8,24
33,0.644861651,22,13
33,1.051280919,23,24
33,0.851287553,14,13
33,0.853626657,22,25
33,0.506269757,22,2
33,0.368408833,31,17
33,0.817955325,14,16
33,0.415921877,25,7
33,0.912250443,27,17
33,0.484501473,36,6
33,1.000420033,23,9
33,0.462996339,6,20
33,1.591774688,24,11
33,0.975844825,13,14
33,1.043386444,8,22
33,0.709771779,11,4
33,1.181393563,4,11
33,0.297519371,8,7
33,1.167212747,20,9
33,0.733747592,18,9
33,0.730238937,9,15
33,0.655241424,7,4
33,0.699392006,20,11
33,0.652756126,7,7
33,0.682287311,22,5
33,1.126132238,10,6
33,0.902747834,8,8
33,1.056982485,15,10
33,0.588576969,6,5
33,1.037699499,25,31
33,1.480667262,20,11
33,0.665928204,13,10
33,1.018533468,7,8
33,0.405249716,30,5
33,0.763278776,4,3
33,0.815031446,6,3
33,0.882573065,9,4
33,0.439459108,1,4
33,1.047479876,3,7
33,1.247195474,6,17
33,0.609204939,7,5
33,0.597801809,30,15
33,1.211962724,17,8
33,1.002890712,8,7
33,0.962394979,23,15
33,0.721335723,22,4
33,0.650124635,5,5
33,0.820440623,3,12
33,1.188703262,20,14
33,1.037407111,3,27
33,1.15961066,8,11
33,0.789886081,5,15
33,0.283908712,12,1
33,1.154362296,10,8
33,1.239432573,7,1
33,0.7777666,15,11
33,0.909765146,6,5
33,0.571618467,8,5
33,0.6995382,20,7
33,0.425424486,12,6
33,1.258437791,38,3
33,0.712110883,1,6
33,0.572934213,7,4
33,0.429093954,19,8
33,1.488547117,67,11
33,0.877310082,9,9
33,0.873070456,7,18
33,0.494866627,1,11
33,0.753936981,9,8
33,0.944997895,12,23
33,0.7146108,16,13
33,1.361811555,11,8
33,1.627884601,10,23
33,0.612713595,12,21
33,1.551264335,33,8
33,0.879225223,5,11
33,1.175545804,17,26
33,1.212108918,7,20
33,1.306243223,14,16
33,0.719435201,8,4
33,0.538578627,47,4
33,0.270751253,2,2
33,0.557437651,8,2
33,0.915759099,13,8
33,0.910057534,16,7
33,0.486825958,9,5
33,0.665182615,21,6
33,0.95581625,14,4
33,0.868392249,61,8
33,1.60654028,22,11
33,1.026881144,10,10
33,0.79573384,7,3
33,1.288860758,5,35
33,1.521294569,31,30
33,1.284913521,17,9
33,1.645281685,10,14
33,1.783566572,19,5
33,0.328936458,5,21
33,1.334180893,5,8
33,1.380670579,19,14
33,0.711087525,9,3
33,1.656392427,3,5
33,1.022641519,34,26
33,1.17174476,7,6
33,0.896461493,18,15
33,0.888874026,33,6
33,1.103179783,8,6
33,0.811829797,3,24
33,1.005522203,12,3
33,0.430102693,7,24
33,0.994850043,9,10
33,0.896169105,4,14
33,0.824534054,46,15
33,0.85962061,9,9
33,1.134918496,33,10
33,1.065476355,8,6
33,1.504496881,4,10
33,0.905817908,44,2
33,1.107711796,5,11
33,1.005668397,12,6
33,0.874240008,2,21
33,1.199536236,11,31
33,0.811098828,5,13
33,0.63785896,8,5
33,0.614614117,11,6
33,0.951883632,7,15
33,0.682725893,9,8
33,0.818978683,11,28
33,0.676293357,6,9
33,0.769857505,19,3
33,1.118822539,20,14
33,0.508901249,29,4
33,1.135210884,5,31
33,1.114889921,13,7
33,1.115606271,21,5
33,1.265308908,41,9
33,0.772927579,10,3
33,1.289153146,8,10
33,0.773219967,18,14
33,1.453168174,20,15
33,1.226567503,5,25
33,0.70100014,1,1
33,0.853933664,6,1
33,0.498521476,4,13
33,0.852018523,10,2
33,1.238263022,3,39
33,0.522643483,18,11
33,1.04397122,4,7
33,0.919706336,20,19
33,0.869269413,4,20
33,0.741218105,7,7
33,0.969704678,14,9
33,0.768980342,7,5
33,1.449527944,18,12
33,1.069701361,20,9
33,1.634755718,10,17
33,1.525987396,15,23
33,1.239885775,14,26
33,1.355072013,17,17
33,2.74815446,22,62
33,0.985215859,23,9
33,0.913712383,6,1
33,1.457714807,11,12
33,0.863567847,13,0
33,1.109188355,46,13
33,1.137096786,15,12
33,0.489165061,10,3
33,0.926007297,19,12
33,0.904648356,22,7
33,1.545723584,22,20
33,0.576589062,7,4
33,1.388696628,27,19
33,1.369121254,16,17
33,1.799370141,26,11
33,1.16737356,6,29
33,1.077318068,4,44
33,0.999250481,21,15
33,1.020872571,25,14
33,1.067216063,14,3
33,0.637405758,5,0
33,1.015755782,9,19
33,0.607143604,15,1
33,0.948374976,20,6
33,0.935948488,16,4
33,1.001574966,20,10
33,1.593967597,11,12
33,1.740892549,35,13
33,0.569293983,22,20
33,0.788131753,4,9
33,1.361080585,49,5
33,1.021018765,40,17
33,0.849986427,7,18
33,1.781680669,76,10
33,1.108881348,29,23
33,0.855527178,16,3
33,0.350865555,18,4
33,1.007861307,3,4
33,1.811489622,23,26
33,0.839299647,14,5
33,0.691658345,12,35
33,0.837852326,47,7
33,1.175414229,11,9
33,0.780237278,33,5
33,0.942804985,48,6
33,0.809490694,10,5
33,1.319254487,12,16
33,0.729361773,12,1
33,0.733747592,13,3
33,0.983461532,7,6
33,0.642668742,5,5
33,0.570156527,7,5
33,0.764448328,34,4
33,1.463840335,70,26
33,0.87396224,25,7
33,1.132418579,57,15
33,1.540168212,24,13
33,1.469995101,13,17
33,0.725414535,9,4
33,0.987686538,33,13
33,1.03110615,17,10
33,0.933594765,11,17
33,1.140327673,6,15
33,0.610213678,9,18
33,0.856126574,7,8
33,0.488010129,22,8
33,0.754799525,3,14
33,1.748933218,12,26
33,1.388711248,11,16
33,1.000697802,36,4
33,1.159903048,16,10
33,0.749551161,16,6
33,1.201714526,12,49
33,0.542832872,22,5
33,0.587699805,21,4
33,0.751583258,9,3
33,1.601555065,6,16
33,0.60772838,39,5
33,0.895745143,18,12
33,0.763863552,12,6
33,1.482567784,14,14
33,0.937542002,8,6
33,0.725268341,11,3
33,0.898654403,9,21
33,0.926738267,12,6
33,1.318962099,17,13
33,1.748494636,28,23
33,1.287091811,16,11
33,1.106103662,25,9
33,0.989148477,6,15
33,1.380655959,30,20
33,1.050272181,13,9
33,1.247180854,25,15
33,1.289591728,57,4
33,1.213570858,22,5
33,0.999820638,12,18
33,1.212240493,6,26
33,1.534466647,7,44
33,0.95435431,11,5
33,1.55405664,6,14
33,0.922644835,15,17
33,1.535490005,7,6
33,1.226713697,8,6
33,1.141497225,3,6
33,1.415011545,18,9
33,1.320716427,35,5
33,1.111381265,3,19
33,1.45230563,4,9
33,0.902309253,9,13
33,1.150985215,17,7
33,0.473960887,4,3
33,0.874547015,30,5
33,1.100270523,4,24
33,0.428348365,23,4
33,1.150999834,7,16
33,1.041193535,3,27
33,1.385056398,32,7
33,0.945728865,8,5
33,1.465740856,16,4
33,1.358156706,20,17
33,0.595740474,4,13
33,1.129655513,12,9
33,0.76196303,19,7
33,0.702608274,26,3
33,0.628648739,9,7
33,0.488156323,7,8
33,0.837413744,14,13
33,1.387980278,29,12
33,0.580243912,18,0
33,1.051587927,19,16
33,0.839153453,18,7
33,0.710356555,9,8
33,0.665767391,16,11
33,1.20112975,11,12
33,1.824208499,62,28
33,0.872193292,17,3
33,0.988271314,4,22
33,1.003928689,4,21
33,0.854664634,9,9
33,1.687370932,20,9
33,0.526590721,19,3
33,0.803920703,6,33
33,0.770588475,2,3
33,0.691936113,16,5
33,0.736817666,10,2
33,0.524836393,17,3
33,0.754653331,4,13
33,0.729507967,8,8
37,0.404957328,30,4
37,1.023504063,22,20
37,0.593269795,6,6
37,1.166627971,32,4
37,1.181992958,2,7
37,0.770310707,15,5
37,1.167227366,18,16
37,0.470159844,28,3
37,0.904370588,13,31
37,0.655241424,12,17
37,0.713134241,16,11
37,0.738879001,10,2
37,0.542818253,10,26
37,0.70465499,13,16
37,1.318377323,16,23
37,0.849109263,11,20
37,1.165019837,32,11
37,0.817224355,10,11
37,0.879079029,20,10
37,0.8137157,9,14
37,1.286360841,21,12
37,1.077888224,39,10
37,0.874970978,51,3
37,0.510231614,0,1
37,0.548534437,32,8
37,0.627756956,13,8
37,0.740618709,17,4
37,1.133588131,34,8
37,0.752460422,15,5
37,1.052742859,35,11
37,1.212094299,5,13
37,0.849971807,23,16
37,1.407701846,21,18
37,0.922644835,18,5
37,0.908025437,16,18
37,0.394299787,24,7
37,0.798511526,8,14
37,0.45056985,23,0
37,1.034322418,4,20
37,0.463581115,2,4
37,0.614014721,3,9
37,0.804213091,16,7
37,1.048941816,31,7
37,0.862412915,3,5
37,1.185647808,48,8
37,1.182416921,20,5
37,0.721759686,16,9
37,0.757284823,18,11
37,0.518696246,17,13
37,0.708616847,7,16
37,1.099817321,11,5
37,0.991779969,31,10
37,1.102171044,19,9
37,0.991926163,6,11
37,1.651114825,28,5
37,0.76342497,13,13
37,0.754375563,151,3
37,1.104495529,13,6
37,1.14016686,18,50
37,1.074525762,33,8
37,0.809783082,42,9
37,1.28153644,9,8
37,0.748951766,31,47
37,0.924530738,16,6
37,0.584775925,11,11
37,1.118822539,4,28
37,1.075256732,11,27
37,0.791070252,2,17
37,1.006984143,26,6
37,0.824694868,4,19
37,1.267662631,3,24
37,0.5610925,9,6
37,0.817662937,22,17
37,0.693398053,26,5
37,0.746466468,16,6
37,1.126278432,24,14
37,0.876301343,37,10
37,0.792225185,14,11
37,0.817224355,11,6
37,0.507585503,4,20
37,0.773219967,8,4
37,0.418553368,17,9
37,0.584205769,22,10
37,1.026281749,19,10
37,0.847047928,11,20
37,0.88973657,10,11
37,1.122769776,4,43
37,0.996180408,43,10
37,0.478346707,14,7
37,0.840483818,21,13
37,0.558022427,13,14
37,0.411243669,5,5
37,1.177607139,27,17
37,0.534339002,34,4
37,0.401448673,12,14
37,1.04544778,38,8
37,0.850410389,17,5
37,0.765471686,11,9
37,0.347941675,8,23
37,0.956693414,7,13
37,0.630827029,26,9
37,0.734346987,8,4
37,0.681424766,16,18
37,0.344140632,8,2
37,0.443698733,19,4
37,2.335156463,11,34
37,0.39179987,17,14
37,1.234330403,9,14
37,0.733601398,22,8
37,0.619277705,32,9
37,0.460657235,22,9
37,1.18607177,11,13
37,0.781699218,9,23
37,1.317353965,23,10
37,1.0906071,13,12
37,0.456125222,12,13
37,0.549104594,20,3
37,1.290907474,23,17
37,1.060198752,50,8
37,0.93273222,19,6
37,0.818700915,18,3
37,0.42410874,27,3
37,0.891490898,14,12
37,1.222634885,32,5
37,0.961810203,22,2
37,1.376591767,11,19
37,1.053327635,5,17
37,0.7505599,12,18
37,1.066792101,33,12
37,1.17102841,4,23
37,0.7821378,17,10
37,0.827750322,12,4
37,0.49647476,12,5
37,0.839738229,1,11
37,0.987101762,5,15
37,1.069116585,15,14
37,1.286799423,10,11
37,0.504369235,18,9
37,0.831112784,7,9
37,0.758454375,12,9
37,1.32160821,21,5
37,0.78433071,8,7
37,1.134187526,14,11
37,1.030959956,22,12
37,0.742811619,21,15
37,1.177753333,27,14
37,1.068824197,32,19
37,0.451739402,21,16
37,0.964456314,14,13
37,0.401887255,10,5
37,0.796187041,12,16
37,0.608166962,14,15
37,0.709494011,19,21
37,1.35975022,15,6
37,1.7930838,22,31
37,0.680971565,31,4
37,1.147198791,72,5
37,0.521035349,42,11
37,0.635943819,6,7
37,0.571326079,16,7
37,0.838875684,11,20
37,0.854372246,18,7
37,0.487425353,7,6
37,1.04397122,9,15
37,1.375685364,100,5
37,0.680532983,9,3
37,0.963418337,32,54
37,1.143850948,12,22
37,0.659334856,12,8
37,1.207723099,38,7
37,0.613722333,9,3
37,1.424660348,46,6
37,0.900861932,6,4
37,0.961664009,23,8
37,0.687988876,30,12
37,0.831405172,12,4
37,1.490316065,10,17
37,1.139728278,9,13
37,0.919428568,6,4
37,1.036222939,26,3
37,2.18049785,34,28
37,0.623385756,6,8
37,1.513707102,9,9
37,0.880818737,8,5
37,0.960933039,34,5
37,1.880215413,36,14
37,0.914004771,3,21
37,0.882134483,8,18
37,0.691205144,6,8
37,0.754375563,7,4
37,1.044994578,30,9
37,0.485217824,11,24
37,1.031690926,6,13
37,1.207723099,2,24
37,0.827165546,8,14
37,0.849547845,10,13
37,0.601734427,9,5
37,0.949105946,1,18
37,1.343975889,46,8
37,0.891490898,7,6
37,1.068678003,24,9
37,0.70173111,3,23
37,1.03329906,18,11
37,0.816785773,7,5
37,1.890872954,25,9
37,0.833598081,2,17
37,1.063561214,37,11
37,1.146614015,40,4
37,0.781553024,10,4
37,1.06195308,13,7
37,1.730366582,13,27
37,0.947497812,10,16
37,0.915320517,12,15
37,1.334473281,7,16
37,1.292661802,23,14
37,1.044132034,14,4
37,1.157563944,17,8
37,0.982569748,27,11
37,1.067669265,26,11
37,0.989148477,31,9
37,1.060651954,12,13
37,0.908610213,24,6
37,0.966064448,22,9
37,1.047041294,53,7
37,0.476738573,24,4
37,1.184171248,7,24
37,0.618400541,18,17
37,1.223643623,26,8
37,0.672930896,26,2
37,0.812999349,10,8
37,1.506821365,5,34
37,1.332426565,28,16
37,0.578197196,19,3
37,1.102887395,22,5
37,1.587959025,19,48
37,0.81225376,8,6
37,1.40857901,48,6
37,0.959485719,30,5
37,0.673384097,7,19
37,1.513122326,22,47
37,1.112828586,9,6
37,0.854211433,17,0
37,1.1100509,8,11
37,1.276872852,8,7
37,0.96648841,6,23
37,0.776158466,4,6
37,1.067508451,14,15
37,1.625823266,21,30
37,0.72747587,8,10
37,0.422500606,1,4
37,1.447335034,8,15
37,1.004937427,5,13
37,1.061529118,10,6
37,1.048503234,8,10
37,0.995142431,11,9
37,1.034337037,7,10
37,0.3400472,3,4
37,1.398944826,10,5
37,0.794125706,10,6
37,1.337821123,34,7
37,0.897484851,8,3
37,1.254344359,8,17
37,1.033591448,44,2
37,1.403023638,11,28
37,0.492381329,9,13
37,1.162242151,8,36
37,0.846039189,25,3
37,1.292807996,40,5
37,0.899970149,17,10
37,1.287530393,58,1
37,1.24922757,5,4
37,0.971619819,19,11
37,1.100255903,35,4
37,1.501573001,42,12
37,1.184478256,23,16
37,1.1056797,18,19
37,1.103033589,11,11
37,1.145444463,17,18
37,1.383740652,9,8
37,0.749975124,30,2
37,1.170575208,50,6
37,1.220734363,36,24
37,1.020141601,44,4
37,0.954515123,14,18
37,0.678193879,6,14
37,1.160487823,12,14
37,0.570595109,52,5
37,0.868246055,14,5
37,1.24995854,168,6
37,0.963286762,13,1
37,1.22979839,32,7
37,1.647036013,36,24
37,0.814885252,9,4
37,0.626587404,9,9
37,0.400571509,9,19
37,0.905233132,26,9
37,0.991195193,38,9
37,1.176861549,24,9
37,1.201275944,21,11
37,1.12510888,13,14
37,0.534485196,12,4
37,0.370031586,2,5
37,0.951722818,22,14
37,0.316948551,3,2
37,1.434762352,27,11
37,0.539601985,7,24
37,1.192226537,16,8
37,0.922937223,19,7
37,0.942512597,9,10
37,0.440190078,8,5
37,0.738279606,9,8
37,1.134172907,30,6
37,0.73550192,36,4
37,1.348215515,26,9
37,0.852895687,7,13
37,0.541224738,2,3
37,0.820002041,20,2
37,1.500827412,29,14
37,0.860804781,8,6
37,1.136073429,26,11
37,0.907864624,24,8
37,1.226421309,13,5
37,0.445891643,19,2
37,0.830835015,17,7
37,1.225997346,62,23
37,0.637259564,5,5
37,0.988563701,0,11
37,1.424075572,71,8
37,0.412705609,29,2
37,2.687630152,138,15
37,0.383174425,7,3
37,0.457148579,12,6
37,0.968842133,3,12
37,1.43286183,12,46
37,0.993402722,113,3
37,0.770603095,3,7
37,1.192504305,65,10
37,0.360660552,11,2
37,1.007583538,33,6
37,0.904209774,50,16
37,0.911080891,21,8
37,0.655972394,6,7
37,0.892236487,16,9
37,0.718104836,4,1
37,0.879371417,29,13
37,0.66724395,19,10
37,0.622640166,32,5
37,1.087829415,26,6
37,0.728192221,9,7
37,0.626148822,12,6
37,0.981984972,3,9
37,0.75275281,2,9
37,2.460459324,79,15
37,0.725122147,15,3
37,0.977599153,17,19
37,0.982584368,24,9
37,0.805675031,19,9
37,1.1372576,12,5
37,0.807721747,48,3
37,0.282154384,3,7
37,0.811376596,7,14
37,0.362561074,34,6
37,0.815762416,27,10
37,0.606705022,12,3
37,0.795295258,2,3
37,0.639013892,28,8
37,0.97717519,6,21
37,0.511985942,14,3
37,0.841200168,7,20
37,0.662843511,19,9
37,0.861681945,3,7
37,1.056558522,14,6
37,0.821917182,7,6
37,1.074233375,34,3
37,0.577173838,9,2
37,0.969266096,27,13
37,0.720458559,13,3
37,1.02892786,24,12
37,0.762854814,24,13
37,1.084627767,6,18
37,1.000697802,7,15
37,1.009177053,4,5
37,0.710663562,33,4
37,0.742665425,16,4
37,0.855234791,16,9
37,1.112536198,27,5
37,1.300103076,10,16
37,0.38887599,7,18
37,0.586237865,4,11
37,0.360368164,1,3
37,0.817224355,9,14
37,1.261946446,22,7
37,0.6558262,22,4
37,0.533608032,8,5
37,0.514032658,29,1
37,0.993680491,41,9
37,1.180954981,5,8
37,0.974967661,45,8
37,1.807249997,30,23
37,0.621470614,26,4
37,0.945012514,67,5
37,0.866944928,15,6
37,0.952029826,14,5
37,1.755789715,80,10
37,0.672199926,39,2
37,0.644715457,17,0
37,0.475130439,18,18
37,0.729800355,7,8
37,0.403787776,26,3
37,0.541941089,10,1
37,0.766948245,48,9
37,0.479516259,13,2
37,1.792060442,39,35
37,0.672199926,4,4
37,1.350700813,21,22
37,1.065461736,25,11
37,1.542200309,18,20
37,0.721628111,3,21
37,0.719274388,2,21
37,0.293849902,10,2
37,0.925407902,47,2
37,1.511207185,149,5
37,0.630973223,2,12
37,1.167066553,29,14
37,0.551458317,32,19
37,0.722797663,20,7
37,0.849240837,5,31
37,0.786538239,9,9
37,0.283484749,1,24
37,0.730238937,11,11
37,0.515479978,4,6
37,1.002744518,8,19
37,0.757723405,7,9
37,0.891490898,31,8
37,1.098062993,47,6
37,1.071455689,7,7
37,1.786212683,64,11
37,0.585506895,5,5
37,0.789008917,11,8
37,0.72044394,29,9
37,1.386372144,5,13
37,1.640588858,38,17
37,1.178031101,17,11
37,0.784769292,9,9
37,1.699373458,25,25
37,1.106542244,19,17
37,1.406254525,46,15
37,0.984762658,9,28
37,1.172928931,83,11
37,1.291199862,26,5
37,0.339754813,7,12
37,0.62351733,10,3
37,0.979645869,11,3
37,1.174537065,11,12
37,0.720736328,17,5
37,0.465774024,50,5
37,0.761100486,13,12
37,0.795163684,2,22
37,1.175253416,47,5
37,1.049380398,21,20
37,0.708894615,7,7
37,1.490301445,52,12
37,1.232269068,51,9
37,0.583167791,2,12
37,1.152008573,10,25
37,0.609628902,64,7
37,0.545595938,16,12
37,0.463434921,7,9
37,0.400586128,37,7
37,0.68449484,11,14
37,1.753611425,24,5
37,0.500275804,8,17
37,1.188864075,37,5
37,0.953491765,8,18
37,1.003475488,7,6
37,1.041339729,17,12
