Time,AreaNormed,Counts_Cry1,Counts_Nr1d1,ImNum
34,0.9019481509920546,10.0,33.0,1
34,0.6261782192558392,5.0,27.0,1
34,2.0597337642691707,20.0,34.0,1
34,0.7550205498600385,29.0,13.0,1
34,0.6873414851650866,13.0,18.0,1
34,0.8437009086838345,2.0,21.0,1
34,0.9357202132674979,34.0,11.0,1
34,0.5321858264680948,9.0,14.0,1
34,0.911562636256729,5.0,31.0,1
34,0.8509572326503866,13.0,7.0,1
34,1.0135732711415422,34.0,10.0,1
34,1.125957841004277,4.0,9.0,1
34,1.125957841004277,4.0,9.0,1
34,0.8526513897030153,9.0,12.0,1
34,1.600107063437815,11.0,8.0,1
34,0.8765004145550975,5.0,5.0,1
34,0.8488023043741195,37.0,19.0,1
34,0.92018646339058,48.0,17.0,1
34,0.6010480858408902,45.0,5.0,1
34,0.516632329253021,14.0,18.0,1
34,0.7102952973540996,15.0,0.0,1
34,1.123204732943036,19.0,23.0,1
34,0.7392745160979444,24.0,17.0,1
34,0.6569091914552673,11.0,5.0,1
34,1.5238913890192007,18.0,13.0,1
34,1.4993874107849463,12.0,22.0,1
34,1.211182415650783,4.0,77.0,1
34,0.732403265225433,15.0,10.0,1
34,0.9127655782727283,38.0,11.0,1
34,0.845047841707221,7.0,39.0,1
34,0.7680036018918138,21.0,11.0,1
34,0.6442906423736203,4.0,23.0,1
34,0.9337084531928612,25.0,21.0,1
34,0.6603444054886446,7.0,3.0,1
34,1.3430757100000754,7.0,23.0,1
34,0.9221398042565053,18.0,9.0,1
34,0.8733342580040949,5.0,9.0,1
34,1.1855717636740395,11.0,9.0,1
34,1.2561767256390968,6.0,69.0,1
34,0.8840274416155374,13.0,35.0,1
34,1.3206608355815683,3.0,41.0,1
34,0.7564843213008476,22.0,14.0,1
34,1.0732925129481363,14.0,19.0,1
34,0.9737758023112673,6.0,9.0,1
34,0.6559078368496096,7.0,36.0,1
34,0.7117977406654642,9.0,18.0,1
34,0.8040194554652258,12.0,33.0,1
34,0.8926216477421545,10.0,11.0,1
34,1.2218171800535143,28.0,6.0,1
34,0.7037416495035965,33.0,9.0,1
34,0.6838190537215206,10.0,25.0,1
34,1.3249246150117389,47.0,6.0,1
34,0.6818747637189169,36.0,10.0,1
34,0.5523297569986686,4.0,18.0,1
34,1.0325809069223926,5.0,31.0,1
34,0.9123031614375766,18.0,28.0,1
34,0.7378699866716031,11.0,4.0,1
34,1.32947719926244,6.0,35.0,1
34,0.8129888610168059,45.0,15.0,1
34,1.0340438555574454,7.0,8.0,1
34,0.9598777902782666,17.0,11.0,1
34,1.3088231291628376,35.0,6.0,1
34,0.6593438736887436,15.0,6.0,1
